symbol,timeframe,horizon,event_spec,event,slice_name,slice,n,mean,std,sharpe,q05,q50,q95,hit_rate
SPY,1d,1,close_above_sma:20,close>sma20,all,unconditional,1275,0.0005580378415691717,0.010744616314777513,0.05193650710464917,-0.016618057611051194,0.0007605191369759456,0.01613157700634249,0.5458823529411765
SPY,1d,1,close_above_sma:20,close>sma20,all,conditional,844,0.0002835714317437934,0.008268190567767475,0.03429667342807286,-0.01400461672793633,0.0007317472450174556,0.012381140579595572,0.5545023696682464
SPY,1d,1,close_above_sma:50,close>sma50,all,unconditional,1275,0.0005580378415691717,0.010744616314777513,0.05193650710464917,-0.016618057611051194,0.0007605191369759456,0.01613157700634249,0.5458823529411765
SPY,1d,1,close_above_sma:50,close>sma50,all,conditional,866,0.00044893278995056354,0.008110656199374467,0.055350982573418334,-0.01384374667638505,0.0007687222275148953,0.012621490221486453,0.5542725173210161
SPY,1d,1,close_above_sma:200,close>sma200,all,unconditional,1275,0.0005580378415691717,0.010744616314777513,0.05193650710464917,-0.016618057611051194,0.0007605191369759456,0.01613157700634249,0.5458823529411765
SPY,1d,1,close_above_sma:200,close>sma200,all,conditional,795,0.0004428194626339152,0.008170817877453955,0.05419524327617233,-0.015249834823598629,0.0009012918516539958,0.01263759902525934,0.5647798742138365
SPY,1d,1,close_below_sma:20,close<sma20,all,unconditional,1275,0.0005580378415691717,0.010744616314777513,0.05193650710464917,-0.016618057611051194,0.0007605191369759456,0.01613157700634249,0.5458823529411765
SPY,1d,1,close_below_sma:20,close<sma20,all,conditional,412,0.0010505524861711022,0.014662428951696714,0.07164928059545918,-0.020278280137748284,0.0006402517058977653,0.02202351245317069,0.5242718446601942
SPY,1d,1,close_below_sma:50,close<sma50,all,unconditional,1275,0.0005580378415691717,0.010744616314777513,0.05193650710464917,-0.016618057611051194,0.0007605191369759456,0.01613157700634249,0.5458823529411765
SPY,1d,1,close_below_sma:50,close<sma50,all,conditional,360,0.0007389397975856647,0.015565426143919092,0.04747314919317802,-0.023518870089953674,0.0004930888756499163,0.0237965812883431,0.5194444444444445
SPY,1d,1,close_above_sma:20&close_above_sma:50,(close>sma20 AND close>sma50),all,unconditional,1275,0.0005580378415691717,0.010744616314777513,0.05193650710464917,-0.016618057611051194,0.0007605191369759456,0.01613157700634249,0.5458823529411765
SPY,1d,1,close_above_sma:20&close_above_sma:50,(close>sma20 AND close>sma50),all,conditional,750,0.0003125949786550457,0.007651871091946328,0.04085209681381787,-0.013619944518006194,0.0007464509492582927,0.011407045569780587,0.5573333333333333
SPY,1d,1,close_above_sma:50&close_above_sma:200,(close>sma50 AND close>sma200),all,unconditional,1275,0.0005580378415691717,0.010744616314777513,0.05193650710464917,-0.016618057611051194,0.0007605191369759456,0.01613157700634249,0.5458823529411765
SPY,1d,1,close_above_sma:50&close_above_sma:200,(close>sma50 AND close>sma200),all,conditional,644,0.0005190644690283525,0.007439630732941661,0.0697701925889959,-0.012867934617912441,0.0008345504197125875,0.012060761486630527,0.5667701863354038
SPY,1d,1,!close_above_sma:20,(NOT close>sma20),all,unconditional,1275,0.0005580378415691717,0.010744616314777513,0.05193650710464917,-0.016618057611051194,0.0007605191369759456,0.01613157700634249,0.5458823529411765
SPY,1d,1,!close_above_sma:20,(NOT close>sma20),all,conditional,431,0.0010955080269348778,0.014407776035750915,0.07603588674730404,-0.0201450342364749,0.000984619056854319,0.021519651933751716,0.5290023201856149
