symbol,timeframe,horizon,event_spec,event,slice_name,regime_spec,regime,slice,n,mean,std,sharpe,sharpe_ann,q05,q50,q95,hit_rate
SPY,1d,1,gap_up:0.01,(gap_up>=0.01 AND trend_down_200),2022,trend_down_200,trend_down_200,conditional,22,-0.001595112735516425,0.01494046801454208,-0.10676457618086971,-1.6948351044347485,-0.027169382926366593,-0.0005264677581151567,0.018628755878863767,0.5
SPY,1d,1,gap_up:0.01,(gap_up>=0.01 AND trend_down_200),2023,trend_down_200,trend_down_200,unconditional,250,0.0007684615058382835,0.007079758438125029,0.10854346409618452,1.7230740746398352,-0.010747862951151559,0.0012653390210345394,0.012078730543349146,0.592
SPY,1d,1,gap_up:0.01,(gap_up>=0.01 AND trend_down_200),2023,trend_down_200,trend_down_200,conditional,1,0.008784886884863452,,,,0.008784886884863452,0.008784886884863452,0.008784886884863452,1.0
SPY,1d,1,gap_up:0.01,(gap_up>=0.01 AND trend_down_200),2024,trend_down_200,trend_down_200,unconditional,252,1.619965763861269e-05,0.0061235782189554035,0.0026454561466148995,0.0419953144096215,-0.011049129235061156,0.0004911589541871653,0.009189869169544871,0.5317460317460317
SPY,1d,1,gap_up:0.01,(gap_up>=0.01 AND trend_down_200),2024,trend_down_200,trend_down_200,conditional,0,,,,,,,,
SPY,1d,1,gap_up:0.01,(gap_up>=0.01 AND trend_down_200),2025,trend_down_200,trend_down_200,unconditional,250,0.00040879183117008245,0.010962276109529141,0.03729078040779627,0.5919727869272924,-0.0125818153044587,0.0004977231496828827,0.010510341012988035,0.524
SPY,1d,1,gap_up:0.01,(gap_up>=0.01 AND trend_down_200),2025,trend_down_200,trend_down_200,conditional,7,0.015703155611916438,0.04359119558380052,0.3602368643853413,5.718582937447883,-0.01164251285505995,0.0016709031764934323,0.08385460555984911,0.5714285714285714
SPY,1d,1,gap_up:0.01,(gap_up>=0.01 AND trend_down_200),2026,trend_down_200,trend_down_200,unconditional,5,0.0019141807733709993,0.003757514279116429,0.5094274116294548,8.086909453265227,-0.0028161701922705617,0.0017187636554316654,0.005508278868368154,0.8
SPY,1d,1,gap_up:0.01,(gap_up>=0.01 AND trend_down_200),2026,trend_down_200,trend_down_200,conditional,0,,,,,,,,
SPY,1d,1,gap_up:0.01,(gap_up>=0.01 AND vol_high_q0.67),2020,vol_high:0.67,vol_high_q0.67,unconditional,15,-0.0010672798533180186,0.0067061186190694915,-0.1591501603152539,-2.5264304718613366,-0.012769200348776398,0.0008065817067268721,0.006548101678411731,0.5333333333333333
SPY,1d,1,gap_up:0.01,(gap_up>=0.01 AND vol_high_q0.67),2020,vol_high:0.67,vol_high_q0.67,conditional,0,,,,,,,,
SPY,1d,1,gap_up:0.01,(gap_up>=0.01 AND vol_high_q0.67),2021,vol_high:0.67,vol_high_q0.67,unconditional,252,0.0004612710628844634,0.006301948101280109,0.07319499549524469,1.1619345317694627,-0.011033427420350527,0.000726023976400092,0.009691826238288015,0.5476190476190477
SPY,1d,1,gap_up:0.01,(gap_up>=0.01 AND vol_high_q0.67),2021,vol_high:0.67,vol_high_q0.67,conditional,0,,,,,,,,
SPY,1d,1,gap_up:0.01,(gap_up>=0.01 AND vol_high_q0.67),2022,vol_high:0.67,vol_high_q0.67,unconditional,251,-0.00019737418615024422,0.012675516216389423,-0.015571293727275557,-0.24718662476346687,-0.02215492150399051,7.190106413568209e-05,0.018399175032558723,0.50199203187251
SPY,1d,1,gap_up:0.01,(gap_up>=0.01 AND vol_high_q0.67),2022,vol_high:0.67,vol_high_q0.67,conditional,14,-0.0029011616585236815,0.016134567854285065,-0.17981031067734377,-2.854400191305082,-0.027881540603854234,-0.0005264677581151567,0.01966719942473948,0.5
SPY,1d,1,gap_up:0.01,(gap_up>=0.01 AND vol_high_q0.67),2023,vol_high:0.67,vol_high_q0.67,unconditional,250,0.0007684615058382835,0.007079758438125029,0.10854346409618452,1.7230740746398352,-0.010747862951151559,0.0012653390210345394,0.012078730543349146,0.592
SPY,1d,1,gap_up:0.01,(gap_up>=0.01 AND vol_high_q0.67),2023,vol_high:0.67,vol_high_q0.67,conditional,0,,,,,,,,
SPY,1d,1,gap_up:0.01,(gap_up>=0.01 AND vol_high_q0.67),2024,vol_high:0.67,vol_high_q0.67,unconditional,252,1.619965763861269e-05,0.0061235782189554035,0.0026454561466148995,0.0419953144096215,-0.011049129235061156,0.0004911589541871653,0.009189869169544871,0.5317460317460317
SPY,1d,1,gap_up:0.01,(gap_up>=0.01 AND vol_high_q0.67),2024,vol_high:0.67,vol_high_q0.67,conditional,6,0.002169680146050401,0.010302688557734804,0.21059358767294786,3.3430695641249857,-0.012795222987549065,0.0053650326019590855,0.011149141696514153,0.8333333333333334
SPY,1d,1,gap_up:0.01,(gap_up>=0.01 AND vol_high_q0.67),2025,vol_high:0.67,vol_high_q0.67,unconditional,250,0.00040879183117008245,0.010962276109529141,0.03729078040779627,0.5919727869272924,-0.0125818153044587,0.0004977231496828827,0.010510341012988035,0.524
SPY,1d,1,gap_up:0.01,(gap_up>=0.01 AND vol_high_q0.67),2025,vol_high:0.67,vol_high_q0.67,conditional,10,0.011181301252484854,0.03640803893363795,0.3071107804753053,4.875232500507653,-0.011134202056677155,0.0009745094710905677,0.06986832208815244,0.6
SPY,1d,1,gap_up:0.01,(gap_up>=0.01 AND vol_high_q0.67),2026,vol_high:0.67,vol_high_q0.67,unconditional,5,0.0019141807733709993,0.003757514279116429,0.5094274116294548,8.086909453265227,-0.0028161701922705617,0.0017187636554316654,0.005508278868368154,0.8
SPY,1d,1,gap_up:0.01,(gap_up>=0.01 AND vol_high_q0.67),2026,vol_high:0.67,vol_high_q0.67,conditional,0,,,,,,,,
SPY,1d,1,gap_up:0.01,(gap_up>=0.01 AND vol_low_q0.33),2020,vol_low:0.33,vol_low_q0.33,unconditional,15,-0.0010672798533180186,0.0067061186190694915,-0.1591501603152539,-2.5264304718613366,-0.012769200348776398,0.0008065817067268721,0.006548101678411731,0.5333333333333333
SPY,1d,1,gap_up:0.01,(gap_up>=0.01 AND vol_low_q0.33),2020,vol_low:0.33,vol_low_q0.33,conditional,0,,,,,,,,
SPY,1d,1,gap_up:0.01,(gap_up>=0.01 AND vol_low_q0.33),2021,vol_low:0.33,vol_low_q0.33,unconditional,252,0.0004612710628844634,0.006301948101280109,0.07319499549524469,1.1619345317694627,-0.011033427420350527,0.000726023976400092,0.009691826238288015,0.5476190476190477
SPY,1d,1,gap_up:0.01,(gap_up>=0.01 AND vol_low_q0.33),2021,vol_low:0.33,vol_low_q0.33,conditional,0,,,,,,,,
SPY,1d,1,gap_up:0.01,(gap_up>=0.01 AND vol_low_q0.33),2022,vol_low:0.33,vol_low_q0.33,unconditional,251,-0.00019737418615024422,0.012675516216389423,-0.015571293727275557,-0.24718662476346687,-0.02215492150399051,7.190106413568209e-05,0.018399175032558723,0.50199203187251
SPY,1d,1,gap_up:0.01,(gap_up>=0.01 AND vol_low_q0.33),2022,vol_low:0.33,vol_low_q0.33,conditional,1,-0.005502851024625999,,,,-0.005502851024625999,-0.005502851024625999,-0.005502851024625999,0.0
SPY,1d,1,gap_up:0.01,(gap_up>=0.01 AND vol_low_q0.33),2023,vol_low:0.33,vol_low_q0.33,unconditional,250,0.0007684615058382835,0.007079758438125029,0.10854346409618452,1.7230740746398352,-0.010747862951151559,0.0012653390210345394,0.012078730543349146,0.592
SPY,1d,1,gap_up:0.01,(gap_up>=0.01 AND vol_low_q0.33),2023,vol_low:0.33,vol_low_q0.33,conditional,1,0.008784886884863452,,,,0.008784886884863452,0.008784886884863452,0.008784886884863452,1.0
SPY,1d,1,gap_up:0.01,(gap_up>=0.01 AND vol_low_q0.33),2024,vol_low:0.33,vol_low_q0.33,unconditional,252,1.619965763861269e-05,0.0061235782189554035,0.0026454561466148995,0.0419953144096215,-0.011049129235061156,0.0004911589541871653,0.009189869169544871,0.5317460317460317
SPY,1d,1,gap_up:0.01,(gap_up>=0.01 AND vol_low_q0.33),2024,vol_low:0.33,vol_low_q0.33,conditional,0,,,,,,,,
SPY,1d,1,gap_up:0.01,(gap_up>=0.01 AND vol_low_q0.33),2025,vol_low:0.33,vol_low_q0.33,unconditional,250,0.00040879183117008245,0.010962276109529141,0.03729078040779627,0.5919727869272924,-0.0125818153044587,0.0004977231496828827,0.010510341012988035,0.524
SPY,1d,1,gap_up:0.01,(gap_up>=0.01 AND vol_low_q0.33),2025,vol_low:0.33,vol_low_q0.33,conditional,1,0.007699681969657757,,,,0.007699681969657757,0.007699681969657757,0.007699681969657757,1.0
SPY,1d,1,gap_up:0.01,(gap_up>=0.01 AND vol_low_q0.33),2026,vol_low:0.33,vol_low_q0.33,unconditional,5,0.0019141807733709993,0.003757514279116429,0.5094274116294548,8.086909453265227,-0.0028161701922705617,0.0017187636554316654,0.005508278868368154,0.8
SPY,1d,1,gap_up:0.01,(gap_up>=0.01 AND vol_low_q0.33),2026,vol_low:0.33,vol_low_q0.33,conditional,0,,,,,,,,
SPY,1d,1,gap_down:0.01,(gap_down>=0.01 AND trend_up_200),2020,trend_up_200,trend_up_200,unconditional,15,-0.0010672798533180186,0.0067061186190694915,-0.1591501603152539,-2.5264304718613366,-0.012769200348776398,0.0008065817067268721,0.006548101678411731,0.5333333333333333
SPY,1d,1,gap_down:0.01,(gap_down>=0.01 AND trend_up_200),2020,trend_up_200,trend_up_200,conditional,0,,,,,,,,
SPY,1d,1,gap_down:0.01,(gap_down>=0.01 AND trend_up_200),2021,trend_up_200,trend_up_200,unconditional,252,0.0004612710628844634,0.006301948101280109,0.07319499549524469,1.1619345317694627,-0.011033427420350527,0.000726023976400092,0.009691826238288015,0.5476190476190477
SPY,1d,1,gap_down:0.01,(gap_down>=0.01 AND trend_up_200),2021,trend_up_200,trend_up_200,conditional,3,0.003981820397204183,0.004954933564439947,0.8036072220585355,12.756869168054065,0.0011043494889722227,0.001142069084405506,0.008847117224395218,1.0
SPY,1d,1,gap_down:0.01,(gap_down>=0.01 AND trend_up_200),2022,trend_up_200,trend_up_200,unconditional,251,-0.00019737418615024422,0.012675516216389423,-0.015571293727275557,-0.24718662476346687,-0.02215492150399051,7.190106413568209e-05,0.018399175032558723,0.50199203187251
SPY,1d,1,gap_down:0.01,(gap_down>=0.01 AND trend_up_200),2022,trend_up_200,trend_up_200,conditional,4,-0.009842416556198219,0.010759031175181325,-0.9148050968476111,-14.522080706118823,-0.019016676440150426,-0.012359796592825045,0.002856175379031539,0.25
SPY,1d,1,gap_down:0.01,(gap_down>=0.01 AND trend_up_200),2023,trend_up_200,trend_up_200,unconditional,250,0.0007684615058382835,0.007079758438125029,0.10854346409618452,1.7230740746398352,-0.010747862951151559,0.0012653390210345394,0.012078730543349146,0.592
SPY,1d,1,gap_down:0.01,(gap_down>=0.01 AND trend_up_200),2023,trend_up_200,trend_up_200,conditional,5,-0.00014665775520699141,0.0038549380050490016,-0.038044128080634905,-0.6039318104858941,-0.0047719801586696645,9.761097147320541e-05,0.003805889505175042,0.6
SPY,1d,1,gap_down:0.01,(gap_down>=0.01 AND trend_up_200),2024,trend_up_200,trend_up_200,unconditional,252,1.619965763861269e-05,0.0061235782189554035,0.0026454561466148995,0.0419953144096215,-0.011049129235061156,0.0004911589541871653,0.009189869169544871,0.5317460317460317
SPY,1d,1,gap_down:0.01,(gap_down>=0.01 AND trend_up_200),2024,trend_up_200,trend_up_200,conditional,7,0.0016796463563906819,0.007494655337523738,0.22411255498049937,3.557676516994148,-0.009277236848428938,0.00377209440110593,0.009546102017179021,0.7142857142857143
SPY,1d,1,gap_down:0.01,(gap_down>=0.01 AND trend_up_200),2025,trend_up_200,trend_up_200,unconditional,250,0.00040879183117008245,0.010962276109529141,0.03729078040779627,0.5919727869272924,-0.0125818153044587,0.0004977231496828827,0.010510341012988035,0.524
SPY,1d,1,gap_down:0.01,(gap_down>=0.01 AND trend_up_200),2025,trend_up_200,trend_up_200,conditional,8,0.0055448682003252925,0.0034951154323414344,1.5864621090956919,25.184305230565336,0.00031969597348552325,0.006550259873338349,0.00875533967732347,0.875
SPY,1d,1,gap_down:0.01,(gap_down>=0.01 AND trend_up_200),2026,trend_up_200,trend_up_200,unconditional,5,0.0019141807733709993,0.003757514279116429,0.5094274116294548,8.086909453265227,-0.0028161701922705617,0.0017187636554316654,0.005508278868368154,0.8
SPY,1d,1,gap_down:0.01,(gap_down>=0.01 AND trend_up_200),2026,trend_up_200,trend_up_200,conditional,0,,,,,,,,
SPY,1d,1,gap_down:0.01,(gap_down>=0.01 AND trend_down_200),2020,trend_down_200,trend_down_200,unconditional,15,-0.0010672798533180186,0.0067061186190694915,-0.1591501603152539,-2.5264304718613366,-0.012769200348776398,0.0008065817067268721,0.006548101678411731,0.5333333333333333
SPY,1d,1,gap_down:0.01,(gap_down>=0.01 AND trend_down_200),2020,trend_down_200,trend_down_200,conditional,0,,,,,,,,
SPY,1d,1,gap_down:0.01,(gap_down>=0.01 AND trend_down_200),2021,trend_down_200,trend_down_200,unconditional,252,0.0004612710628844634,0.006301948101280109,0.07319499549524469,1.1619345317694627,-0.011033427420350527,0.000726023976400092,0.009691826238288015,0.5476190476190477
SPY,1d,1,gap_down:0.01,(gap_down>=0.01 AND trend_down_200),2021,trend_down_200,trend_down_200,conditional,0,,,,,,,,
SPY,1d,1,gap_down:0.01,(gap_down>=0.01 AND trend_down_200),2022,trend_down_200,trend_down_200,unconditional,251,-0.00019737418615024422,0.012675516216389423,-0.015571293727275557,-0.24718662476346687,-0.02215492150399051,7.190106413568209e-05,0.018399175032558723,0.50199203187251
SPY,1d,1,gap_down:0.01,(gap_down>=0.01 AND trend_down_200),2022,trend_down_200,trend_down_200,conditional,29,-0.0027584844590494554,0.011219666429041186,-0.2458615393332323,-3.9029309401875465,-0.017943709686782893,-0.0042992909941168556,0.015032046741358933,0.4482758620689655
SPY,1d,1,gap_down:0.01,(gap_down>=0.01 AND trend_down_200),2023,trend_down_200,trend_down_200,unconditional,250,0.0007684615058382835,0.007079758438125029,0.10854346409618452,1.7230740746398352,-0.010747862951151559,0.0012653390210345394,0.012078730543349146,0.592
SPY,1d,1,gap_down:0.01,(gap_down>=0.01 AND trend_down_200),2023,trend_down_200,trend_down_200,conditional,2,0.013583073143563107,0.014754865152778478,0.9205826690327487,14.61379682122041,0.004193134459042636,0.013583073143563107,0.02297301182808358,1.0
SPY,1d,1,gap_down:0.01,(gap_down>=0.01 AND trend_down_200),2024,trend_down_200,trend_down_200,unconditional,252,1.619965763861269e-05,0.0061235782189554035,0.0026454561466148995,0.0419953144096215,-0.011049129235061156,0.0004911589541871653,0.009189869169544871,0.5317460317460317
SPY,1d,1,gap_down:0.01,(gap_down>=0.01 AND trend_down_200),2024,trend_down_200,trend_down_200,conditional,0,,,,,,,,
SPY,1d,1,gap_down:0.01,(gap_down>=0.01 AND trend_down_200),2025,trend_down_200,trend_down_200,unconditional,250,0.00040879183117008245,0.010962276109529141,0.03729078040779627,0.5919727869272924,-0.0125818153044587,0.0004977231496828827,0.010510341012988035,0.524
SPY,1d,1,gap_down:0.01,(gap_down>=0.01 AND trend_down_200),2025,trend_down_200,trend_down_200,conditional,10,-0.004711167022072737,0.023907232374322216,-0.1970603266956492,-3.128235706282983,-0.04255144438555924,-0.0028608758892526565,0.0264824492546308,0.4
SPY,1d,1,gap_down:0.01,(gap_down>=0.01 AND trend_down_200),2026,trend_down_200,trend_down_200,unconditional,5,0.0019141807733709993,0.003757514279116429,0.5094274116294548,8.086909453265227,-0.0028161701922705617,0.0017187636554316654,0.005508278868368154,0.8
SPY,1d,1,gap_down:0.01,(gap_down>=0.01 AND trend_down_200),2026,trend_down_200,trend_down_200,conditional,0,,,,,,,,
SPY,1d,1,gap_down:0.01,(gap_down>=0.01 AND vol_high_q0.67),2020,vol_high:0.67,vol_high_q0.67,unconditional,15,-0.0010672798533180186,0.0067061186190694915,-0.1591501603152539,-2.5264304718613366,-0.012769200348776398,0.0008065817067268721,0.006548101678411731,0.5333333333333333
SPY,1d,1,gap_down:0.01,(gap_down>=0.01 AND vol_high_q0.67),2020,vol_high:0.67,vol_high_q0.67,conditional,0,,,,,,,,
SPY,1d,1,gap_down:0.01,(gap_down>=0.01 AND vol_high_q0.67),2021,vol_high:0.67,vol_high_q0.67,unconditional,252,0.0004612710628844634,0.006301948101280109,0.07319499549524469,1.1619345317694627,-0.011033427420350527,0.000726023976400092,0.009691826238288015,0.5476190476190477
SPY,1d,1,gap_down:0.01,(gap_down>=0.01 AND vol_high_q0.67),2021,vol_high:0.67,vol_high_q0.67,conditional,2,0.005401696053603522,0.006083292856522231,0.8879559444211317,14.095863624718836,0.0015303121858920242,0.005401696053603522,0.009273079921315019,1.0
SPY,1d,1,gap_down:0.01,(gap_down>=0.01 AND vol_high_q0.67),2022,vol_high:0.67,vol_high_q0.67,unconditional,251,-0.00019737418615024422,0.012675516216389423,-0.015571293727275557,-0.24718662476346687,-0.02215492150399051,7.190106413568209e-05,0.018399175032558723,0.50199203187251
SPY,1d,1,gap_down:0.01,(gap_down>=0.01 AND vol_high_q0.67),2022,vol_high:0.67,vol_high_q0.67,conditional,24,-0.003648241229722469,0.012256016373339573,-0.29766941546018677,-4.725355477305717,-0.019748220612305224,-0.002929440935606653,0.012827513585390448,0.5
SPY,1d,1,gap_down:0.01,(gap_down>=0.01 AND vol_high_q0.67),2023,vol_high:0.67,vol_high_q0.67,unconditional,250,0.0007684615058382835,0.007079758438125029,0.10854346409618452,1.7230740746398352,-0.010747862951151559,0.0012653390210345394,0.012078730543349146,0.592
SPY,1d,1,gap_down:0.01,(gap_down>=0.01 AND vol_high_q0.67),2023,vol_high:0.67,vol_high_q0.67,conditional,0,,,,,,,,
SPY,1d,1,gap_down:0.01,(gap_down>=0.01 AND vol_high_q0.67),2024,vol_high:0.67,vol_high_q0.67,unconditional,252,1.619965763861269e-05,0.0061235782189554035,0.0026454561466148995,0.0419953144096215,-0.011049129235061156,0.0004911589541871653,0.009189869169544871,0.5317460317460317
SPY,1d,1,gap_down:0.01,(gap_down>=0.01 AND vol_high_q0.67),2024,vol_high:0.67,vol_high_q0.67,conditional,3,0.006878000047524813,0.00387391565872899,1.7754645824636888,28.184626480812305,0.003959192961457569,0.005643080004622325,0.010661251163623797,1.0
SPY,1d,1,gap_down:0.01,(gap_down>=0.01 AND vol_high_q0.67),2025,vol_high:0.67,vol_high_q0.67,unconditional,250,0.00040879183117008245,0.010962276109529141,0.03729078040779627,0.5919727869272924,-0.0125818153044587,0.0004977231496828827,0.010510341012988035,0.524
SPY,1d,1,gap_down:0.01,(gap_down>=0.01 AND vol_high_q0.67),2025,vol_high:0.67,vol_high_q0.67,conditional,14,-0.0018301912259753147,0.020535821677492277,-0.08912188928779244,-1.414766132566381,-0.039848204919076494,0.0026708303074099993,0.024451835701499065,0.5
SPY,1d,1,gap_down:0.01,(gap_down>=0.01 AND vol_high_q0.67),2026,vol_high:0.67,vol_high_q0.67,unconditional,5,0.0019141807733709993,0.003757514279116429,0.5094274116294548,8.086909453265227,-0.0028161701922705617,0.0017187636554316654,0.005508278868368154,0.8
SPY,1d,1,gap_down:0.01,(gap_down>=0.01 AND vol_high_q0.67),2026,vol_high:0.67,vol_high_q0.67,conditional,0,,,,,,,,
SPY,1d,1,gap_down:0.01,(gap_down>=0.01 AND vol_low_q0.33),2020,vol_low:0.33,vol_low_q0.33,unconditional,15,-0.0010672798533180186,0.0067061186190694915,-0.1591501603152539,-2.5264304718613366,-0.012769200348776398,0.0008065817067268721,0.006548101678411731,0.5333333333333333
SPY,1d,1,gap_down:0.01,(gap_down>=0.01 AND vol_low_q0.33),2020,vol_low:0.33,vol_low_q0.33,conditional,0,,,,,,,,
SPY,1d,1,gap_down:0.01,(gap_down>=0.01 AND vol_low_q0.33),2021,vol_low:0.33,vol_low_q0.33,unconditional,252,0.0004612710628844634,0.006301948101280109,0.07319499549524469,1.1619345317694627,-0.011033427420350527,0.000726023976400092,0.009691826238288015,0.5476190476190477
SPY,1d,1,gap_down:0.01,(gap_down>=0.01 AND vol_low_q0.33),2021,vol_low:0.33,vol_low_q0.33,conditional,0,,,,,,,,
SPY,1d,1,gap_down:0.01,(gap_down>=0.01 AND vol_low_q0.33),2022,vol_low:0.33,vol_low_q0.33,unconditional,251,-0.00019737418615024422,0.012675516216389423,-0.015571293727275557,-0.24718662476346687,-0.02215492150399051,7.190106413568209e-05,0.018399175032558723,0.50199203187251
